fileName,startTime,endTime,userID,cView,labelClass
Rear_view_User_id_24026_NoAudio_3.24026.157.179.MP4,157,179,24026,3,12
Rear_view_User_id_24026_NoAudio_4.24026.172.194.MP4,172,194,24026,3,12
Rear_view_user_id_35133_NoAudio_0.35133.71.94.MP4,71,94,35133,3,12
Rear_view_user_id_35133_NoAudio_2.35133.9.32.MP4,9,32,35133,3,12
Rear_view_User_id_38058_NoAudio_0.38508.265.288.MP4,265,288,38508,3,12
Rear_view_User_id_38058_NoAudio_1.38508.267.292.MP4,267,292,38508,3,12
Rearview_mirror_user_id_49381_NoAudio_0.49381.222.237.MP4,222,237,49381,3,12
Rearview_mirror_user_id_49381_NoAudio_1.49381.231.246.MP4,231,246,49381,3,12
Rear_view_user_id_24491_NoAudio_0.24491.606.625.MP4,606,625,24491,3,12
Rear_view_user_id_24491_NoAudio_1.24491.516.524.MP4,516,524,24491,3,12
Rear_view_user_id_35133_NoAudio_0.35133.71.94.MP4,71,94,35133,3,12
Rear_view_user_id_35133_NoAudio_2.35133.9.32.MP4,9,32,35133,3,12
Rear_view_User_id_38058_NoAudio_0.38508.265.288.MP4,265,288,38508,3,12
Rear_view_User_id_38058_NoAudio_1.38508.267.292.MP4,267,292,38508,3,12
Rearview_mirror_user_id_49381_NoAudio_0.49381.222.237.MP4,222,237,49381,3,12
Rearview_mirror_user_id_49381_NoAudio_1.49381.231.246.MP4,231,246,49381,3,12
Rear_view_user_id_24491_NoAudio_0.24491.606.625.MP4,606,625,24491,3,12
Rear_view_user_id_24491_NoAudio_1.24491.516.524.MP4,516,524,24491,3,12
Rear_view_User_id_24026_NoAudio_3.24026.157.179.MP4,157,179,24026,3,12
Rear_view_User_id_24026_NoAudio_4.24026.172.194.MP4,172,194,24026,3,12
Rear_view_User_id_38058_NoAudio_0.38508.265.288.MP4,265,288,38508,3,12
Rear_view_User_id_38058_NoAudio_1.38508.267.292.MP4,267,292,38508,3,12
Rearview_mirror_user_id_49381_NoAudio_0.49381.222.237.MP4,222,237,49381,3,12
Rearview_mirror_user_id_49381_NoAudio_1.49381.231.246.MP4,231,246,49381,3,12
Rear_view_user_id_24491_NoAudio_0.24491.606.625.MP4,606,625,24491,3,12
Rear_view_user_id_24491_NoAudio_1.24491.516.524.MP4,516,524,24491,3,12
Rear_view_User_id_24026_NoAudio_3.24026.157.179.MP4,157,179,24026,3,12
Rear_view_User_id_24026_NoAudio_4.24026.172.194.MP4,172,194,24026,3,12
Rear_view_user_id_35133_NoAudio_0.35133.71.94.MP4,71,94,35133,3,12
Rear_view_user_id_35133_NoAudio_2.35133.9.32.MP4,9,32,35133,3,12
Rearview_mirror_user_id_49381_NoAudio_0.49381.222.237.MP4,222,237,49381,3,12
Rearview_mirror_user_id_49381_NoAudio_1.49381.231.246.MP4,231,246,49381,3,12
Rear_view_user_id_24491_NoAudio_0.24491.606.625.MP4,606,625,24491,3,12
Rear_view_user_id_24491_NoAudio_1.24491.516.524.MP4,516,524,24491,3,12
Rear_view_User_id_24026_NoAudio_3.24026.157.179.MP4,157,179,24026,3,12
Rear_view_User_id_24026_NoAudio_4.24026.172.194.MP4,172,194,24026,3,12
Rear_view_user_id_35133_NoAudio_0.35133.71.94.MP4,71,94,35133,3,12
Rear_view_user_id_35133_NoAudio_2.35133.9.32.MP4,9,32,35133,3,12
Rear_view_User_id_38058_NoAudio_0.38508.265.288.MP4,265,288,38508,3,12
Rear_view_User_id_38058_NoAudio_1.38508.267.292.MP4,267,292,38508,3,12
