fileName,startTime,endTime,userID,cView,labelClass
Rear_view_User_id_24026_NoAudio_3.24026.515.530.MP4,515,530,24026,3,4
Rear_view_User_id_24026_NoAudio_4.24026.531.546.MP4,531,546,24026,3,4
Rear_view_user_id_35133_NoAudio_0.35133.454.470.MP4,454,470,35133,3,4
Rear_view_user_id_35133_NoAudio_2.35133.390.407.MP4,390,407,35133,3,4
Rear_view_User_id_38058_NoAudio_0.38508.234.257.MP4,234,257,38508,3,4
Rear_view_User_id_38058_NoAudio_1.38508.234.258.MP4,234,258,38508,3,4
Rearview_mirror_user_id_49381_NoAudio_0.49381.272.295.MP4,272,295,49381,3,4
Rearview_mirror_user_id_49381_NoAudio_1.49381.281.303.MP4,281,303,49381,3,4
Rear_view_user_id_24491_NoAudio_0.24491.453.469.MP4,453,469,24491,3,4
Rear_view_user_id_24491_NoAudio_1.24491.356.364.MP4,356,364,24491,3,4
Rear_view_user_id_35133_NoAudio_0.35133.454.470.MP4,454,470,35133,3,4
Rear_view_user_id_35133_NoAudio_2.35133.390.407.MP4,390,407,35133,3,4
Rear_view_User_id_38058_NoAudio_0.38508.234.257.MP4,234,257,38508,3,4
Rear_view_User_id_38058_NoAudio_1.38508.234.258.MP4,234,258,38508,3,4
Rearview_mirror_user_id_49381_NoAudio_0.49381.272.295.MP4,272,295,49381,3,4
Rearview_mirror_user_id_49381_NoAudio_1.49381.281.303.MP4,281,303,49381,3,4
Rear_view_user_id_24491_NoAudio_0.24491.453.469.MP4,453,469,24491,3,4
Rear_view_user_id_24491_NoAudio_1.24491.356.364.MP4,356,364,24491,3,4
Rear_view_User_id_24026_NoAudio_3.24026.515.530.MP4,515,530,24026,3,4
Rear_view_User_id_24026_NoAudio_4.24026.531.546.MP4,531,546,24026,3,4
Rear_view_User_id_38058_NoAudio_0.38508.234.257.MP4,234,257,38508,3,4
Rear_view_User_id_38058_NoAudio_1.38508.234.258.MP4,234,258,38508,3,4
Rearview_mirror_user_id_49381_NoAudio_0.49381.272.295.MP4,272,295,49381,3,4
Rearview_mirror_user_id_49381_NoAudio_1.49381.281.303.MP4,281,303,49381,3,4
Rear_view_user_id_24491_NoAudio_0.24491.453.469.MP4,453,469,24491,3,4
Rear_view_user_id_24491_NoAudio_1.24491.356.364.MP4,356,364,24491,3,4
Rear_view_User_id_24026_NoAudio_3.24026.515.530.MP4,515,530,24026,3,4
Rear_view_User_id_24026_NoAudio_4.24026.531.546.MP4,531,546,24026,3,4
Rear_view_user_id_35133_NoAudio_0.35133.454.470.MP4,454,470,35133,3,4
Rear_view_user_id_35133_NoAudio_2.35133.390.407.MP4,390,407,35133,3,4
Rearview_mirror_user_id_49381_NoAudio_0.49381.272.295.MP4,272,295,49381,3,4
Rearview_mirror_user_id_49381_NoAudio_1.49381.281.303.MP4,281,303,49381,3,4
Rear_view_user_id_24491_NoAudio_0.24491.453.469.MP4,453,469,24491,3,4
Rear_view_user_id_24491_NoAudio_1.24491.356.364.MP4,356,364,24491,3,4
Rear_view_User_id_24026_NoAudio_3.24026.515.530.MP4,515,530,24026,3,4
Rear_view_User_id_24026_NoAudio_4.24026.531.546.MP4,531,546,24026,3,4
Rear_view_user_id_35133_NoAudio_0.35133.454.470.MP4,454,470,35133,3,4
Rear_view_user_id_35133_NoAudio_2.35133.390.407.MP4,390,407,35133,3,4
Rear_view_User_id_38058_NoAudio_0.38508.234.257.MP4,234,257,38508,3,4
Rear_view_User_id_38058_NoAudio_1.38508.234.258.MP4,234,258,38508,3,4
