fileName,startTime,endTime,userID,cView,labelClass
Right_side_window_User_id_24026_NoAudio_3.24026.248.272.MP4,248,272,24026,2,7
Right_side_window_User_id_24026_NoAudio_4.24026.263.287.MP4,263,287,24026,2,7
Rightside_window_user_id_35133_NoAudio_0.35133.541.563.MP4,541,563,35133,2,7
Rightside_window_user_id_35133_NoAudio_2.35133.477.499.MP4,477,499,35133,2,7
Right_side_window_User_id_38058_NoAudio_0.38508.417.435.MP4,417,435,38508,2,7
Right_side_window_User_id_38058_NoAudio_1.38508.420.458.MP4,420,458,38508,2,7
Right_window_user_id_49381_NoAudio_0.49381.162.186.MP4,162,186,49381,2,7
Right_window_user_id_49381_NoAudio_1.49381.171.195.MP4,171,195,49381,2,7
Rightside_window_user_id_24491_NoAudio_1.24491.234.239.MP4,234,239,24491,2,7
Rightside_window_user_id_24491_NoAudio_0.24491.332.336.MP4,332,336,24491,2,7
Rightside_window_user_id_35133_NoAudio_0.35133.541.563.MP4,541,563,35133,2,7
Rightside_window_user_id_35133_NoAudio_2.35133.477.499.MP4,477,499,35133,2,7
Right_side_window_User_id_38058_NoAudio_0.38508.417.435.MP4,417,435,38508,2,7
Right_side_window_User_id_38058_NoAudio_1.38508.420.458.MP4,420,458,38508,2,7
Right_window_user_id_49381_NoAudio_0.49381.162.186.MP4,162,186,49381,2,7
Right_window_user_id_49381_NoAudio_1.49381.171.195.MP4,171,195,49381,2,7
Rightside_window_user_id_24491_NoAudio_1.24491.234.239.MP4,234,239,24491,2,7
Rightside_window_user_id_24491_NoAudio_0.24491.332.336.MP4,332,336,24491,2,7
Right_side_window_User_id_24026_NoAudio_3.24026.248.272.MP4,248,272,24026,2,7
Right_side_window_User_id_24026_NoAudio_4.24026.263.287.MP4,263,287,24026,2,7
Right_side_window_User_id_38058_NoAudio_0.38508.417.435.MP4,417,435,38508,2,7
Right_side_window_User_id_38058_NoAudio_1.38508.420.458.MP4,420,458,38508,2,7
Right_window_user_id_49381_NoAudio_0.49381.162.186.MP4,162,186,49381,2,7
Right_window_user_id_49381_NoAudio_1.49381.171.195.MP4,171,195,49381,2,7
Rightside_window_user_id_24491_NoAudio_1.24491.234.239.MP4,234,239,24491,2,7
Rightside_window_user_id_24491_NoAudio_0.24491.332.336.MP4,332,336,24491,2,7
Right_side_window_User_id_24026_NoAudio_3.24026.248.272.MP4,248,272,24026,2,7
Right_side_window_User_id_24026_NoAudio_4.24026.263.287.MP4,263,287,24026,2,7
Rightside_window_user_id_35133_NoAudio_0.35133.541.563.MP4,541,563,35133,2,7
Rightside_window_user_id_35133_NoAudio_2.35133.477.499.MP4,477,499,35133,2,7
Right_window_user_id_49381_NoAudio_0.49381.162.186.MP4,162,186,49381,2,7
Right_window_user_id_49381_NoAudio_1.49381.171.195.MP4,171,195,49381,2,7
Rightside_window_user_id_24491_NoAudio_1.24491.234.239.MP4,234,239,24491,2,7
Rightside_window_user_id_24491_NoAudio_0.24491.332.336.MP4,332,336,24491,2,7
Right_side_window_User_id_24026_NoAudio_3.24026.248.272.MP4,248,272,24026,2,7
Right_side_window_User_id_24026_NoAudio_4.24026.263.287.MP4,263,287,24026,2,7
Rightside_window_user_id_35133_NoAudio_0.35133.541.563.MP4,541,563,35133,2,7
Rightside_window_user_id_35133_NoAudio_2.35133.477.499.MP4,477,499,35133,2,7
Right_side_window_User_id_38058_NoAudio_0.38508.417.435.MP4,417,435,38508,2,7
Right_side_window_User_id_38058_NoAudio_1.38508.420.458.MP4,420,458,38508,2,7
